SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,SOURCE
MLS Listing,Single Family Residential,7848 Minglewood Ln,Dallas,75231,477824,3,2.5,Merion at Midtown Park,1701,17424,2017,108,281,121,Active,NTREIS
New Construction Plan,Single Family Residential,Angelou,Dallas,75215,477990,3,3.5,Southside Place,2271,,,,210,,Active,NewHomeSource.com
MLS Listing,Townhouse,4904 Jack Dr,Dallas,75206,478000,3,2.5,Eco Park,2267,3485,2017,29,211,125,Active,NTREIS
MLS Listing,Single Family Residential,17816 Bottlebrush Dr,Dallas,75252,478498,4,3,University Place,2321,4400,2019,10,206,54,Active,NTREIS
New Construction Plan,Single Family Residential,Ashington,Dallas,75208,478990,3,3.5,HighGrove Cottages,2319,,,,207,,Active,NewHomeSource.com
MLS Listing,Townhouse,1801 Annex Ave #506,Dallas,75204,479000,2,3,Cityscape Plaza Twnhms,2154,79715,2017,25,222,162,Active,NTREIS
MLS Listing,Condo/Co-op,2408 Victory Park #832,Dallas,75219,479000,1,1.5,South Tower Residences,1305,71395,2005,232,367,968,Active,NTREIS
MLS Listing,Condo/Co-op,3930 Bowser Ave #4,Dallas,75219,479000,2,3,Thirty9Thirty Condos,1627,15987,2008,1,294,245,Active,NTREIS
MLS Listing,Single Family Residential,627 Olympic,Richardson,75081,479000,5,3.5,Richland Mdws Ph 02,3719,7579,2002,52,129,,Active,NTREIS
MLS Listing,Single Family Residential,6306 Sudbury Dr,Dallas,75214,479000,3,2,Caruth Terrace,1523,7667,1950,26,315,,Active,NTREIS
MLS Listing,Single Family Residential,9 Stillwaters Dr,Heath,75032,479000,4,3.5,Shepherds Glen,3770,18295,1978,124,127,17,Active,NTREIS
MLS Listing,Single Family Residential,9235 Jasmine Ln,Irving,75063,479000,4,3.5,Valley Ranch 37,3598,6316,2001,25,133,92,Active,NTREIS
MLS Listing,Single Family Residential,9514 Millridge Dr,Dallas,75243,479000,3,2.5,Forest Meadows,2346,8756,1971,8,204,,Active,NTREIS
MLS Listing,Single Family Residential,9834 Ravensway Dr,Dallas,75238,479000,4,2.5,White Rock North 11,2105,11543,1965,11,228,,Active,NTREIS
MLS Listing,Single Family Residential,648 Aspen Valley Ln,Dallas,75208,479110,3,2.5,Reserve at Kessler Heights,2761,2657,2019,275,174,125,Active,NTREIS
MLS Listing,Condo/Co-op,4402 Deere St #3,Dallas,75204,479500,2,2.5,DWELLINGS AT ASHBY CONDOS,1520,7492,2016,22,315,230,Active,NTREIS
MLS Listing,Single Family Residential,16923 Park Hill Dr,Dallas,75248,479900,3,3,Tioga East Ph 03,2941,9583,1974,9,163,7,Active,NTREIS
MLS Listing,Single Family Residential,1874 Stevens Bluff Ln,Dallas,75208,479900,3,3.5,High GrvWest Kessler Heights 1,1902,2352,2016,11,252,125,Active,NTREIS
MLS Listing,Condo/Co-op,2307 N Carroll Ave #1,Dallas,75204,479900,2,2.5,Deere Park,2318,7492,2019,369,207,190,Active,NTREIS
MLS Listing,Townhouse,2338 Throckmorton St,Dallas,75219,479900,3,2.5,Throckmorton Twnhms,2283,7492,2005,37,210,,Active,NTREIS
MLS Listing,Single Family Residential,328 Kahala Dr,Dallas,75218,479900,4,3.5,Lake Highlands Pointe,3131,5053,1995,178,153,21,Active,NTREIS
MLS Listing,Condo/Co-op,3699 McKinney Ave Unit 488D,Dallas,75204,479900,1,1.5,West Village Urban Homes Condo,1858,282530,2000,81,258,461,Active,NTREIS
MLS Listing,Condo/Co-op,4211 Rawlins St #254,Dallas,75219,479900,3,3.5,PALO ALTO TOWNHOMES CONDOMINIUMS,1973,110250,2014,2,243,418,Active,NTREIS
MLS Listing,Condo/Co-op,4526 Deere St #203,Dallas,75204,479900,2,2.5,The Deere Street Collection,2013,8494,2018,137,238,275,Active,NTREIS
MLS Listing,Single Family Residential,6726 Vada Dr,Dallas,75214,479900,3,2,Mockingbird Hill,1723,7579,1954,3,279,,Active,NTREIS
New Construction Plan,Single Family Residential,Design 1681,Dallas,75231,479990,2,2.5,Merion at Midtown Park Executive Series,1702,,,,282,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Morosco,Dallas,75208,479990,3,2.5,The Reserve at Kessler Heights - Garden Series,2040,,,,235,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,6867 Winchester St,Dallas,75231,479999,3,3,Merriman Park,2183,8843,1959,31,220,,Active,NTREIS
MLS Listing,Townhouse,4023 Rawlins St #103,Dallas,75219,480000,2,2.5,Urban Villas 02,2238,18992,2006,53,214,255,Active,NTREIS
MLS Listing,Single Family Residential,9041 Drumcliffe Ln,Dallas,75231,480000,4,2.5,Highlands West,2986,12197,1974,8,161,,Active,NTREIS
MLS Listing,Single Family Residential,9736 Forestridge Dr,Dallas,75238,480000,3,2.5,White Rock North 03 Ball0on,2001,10019,1961,114,240,,Active,NTREIS
New Construction Plan,Single Family Residential,Caruthers,Dallas,75208,480990,3,2.5,The Reserve at Kessler Heights - Garden Series,2328,,,,207,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,1135 Clifftop Ln,Dallas,75208,481120,3,2.5,Meridian,1667,3136,2019,36,289,159,Active,NTREIS
MLS Listing,Single Family Residential,7830 Minglewood,Dallas,75231,481306,2,2.5,Merion at Midtown Park,1702,436,2019,25,283,127,Active,NTREIS
New Construction Plan,Single Family Residential,Sawgrass,Dallas,75252,481990,3,2.5,University Place,2420,,,,199,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Ilythia,Dallas,75209,482990,3,3.5,Oak Park Villas,1977,,,,244,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,10611 Wyatt St,Dallas,75218,483000,3,2.5,Lochwood,2306,9496,1964,35,209,,Active,NTREIS
MLS Listing,Single Family Residential,7836 Minglewood,Dallas,75231,483294,3,2.5,Merion at Midtown Park,1859,436,2019,26,260,121,Active,NTREIS
New Construction Plan,Single Family Residential,Home E2,Dallas,75208,484765,3,2.5,Meridian - Dallas,1759,,,,276,,Active,NewHomeSource.com
MLS Listing,Condo/Co-op,1840 Euclid Ave #102,Dallas,75206,484900,2,2.5,LEVINGSTON PLACE,1931,6534,2019,10,251,150,Active,NTREIS
MLS Listing,Single Family Residential,2400 Cloverhill Rd,Seagoville,75159,484900,5,4.5,,5575,200986,1997,30,87,,Active,NTREIS
MLS Listing,Single Family Residential,3318 Merrell Rd,Dallas,75229,484900,4,2.5,Sparkman Club Estates,2566,10672,1961,86,189,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),3715 Dorothy Ave,Dallas,75209,484900,3,2.5,R G & H J Harris Add,2250,3093,2002,164,216,,Active,NTREIS
MLS Listing,Single Family Residential,5029 Mill Run Rd,Dallas,75244,484900,4,4,Inwood North Estates,2655,9757,1965,86,183,,Active,NTREIS
New Construction Plan,Single Family Residential,Capital,Dallas,75215,484990,3,3.5,Southside Place,2099,,,,231,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Lambert,Dallas,75212,484990,3,3.5,Parkside at Trinity Green - Gardens,2295,,,,211,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,1424 Verwood Cir,Farmers Branch,75234,485000,4,3,Verwood at Mercer Crossing,2895,5489,2019,99,168,67,Active,NTREIS
MLS Listing,Single Family Residential,3316 Galahad Dr,Dallas,75229,485000,4,3,Sparkman Club Estates,2569,9845,1960,36,189,50,Active,NTREIS
MLS Listing,Single Family Residential,3474 Whirlaway Rd,Dallas,75229,485000,4,2.5,Walnut Gardens,2427,10019,1970,25,200,,Active,NTREIS
MLS Listing,Single Family Residential,3836 Walden Way,Dallas,75287,485000,5,3.5,Midway Meadows Ph 1,3977,7536,1993,43,122,,Active,NTREIS
MLS Listing,Single Family Residential,3903 Cobblers Ln,Dallas,75287,485000,4,3,Bent Tree West 3,3096,13068,1988,15,157,,Active,NTREIS
MLS Listing,Single Family Residential,4519 Cabell Dr,Dallas,75204,485000,2,1,Elk Hill,1316,7841,1931,50,369,,Active,NTREIS
MLS Listing,Single Family Residential,5323 Willis Ave,Dallas,75206,485000,3,2.5,Vickery Place,1404,7797,1920,3,345,,Active,NTREIS
MLS Listing,Single Family Residential,5519 Richmond Ave,Dallas,75206,485000,2,2,Caruth Place,1604,7623,1926,23,302,,Active,NTREIS
MLS Listing,Single Family Residential,6039 Anita St,Dallas,75206,485000,3,1,W E Killiam,1620,6708,1942,2,299,,Active,NTREIS
New Construction Plan,Single Family Residential,Pavari,Dallas,75209,485990,3,3.5,Oak Park Villas,2106,,,,231,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,4116 Creekdale Dr,Dallas,75229,487000,3,2,Meadowbrook Terrace,1738,16466,1953,103,280,,Active,NTREIS
New Construction Plan,Single Family Residential,Medina II,Dallas,75252,487999,4,3,University Place,2167,,,,225,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,5183 Brickellia Dr,Dallas,75209,488145,2,3.5,Oak Park Villas,1611,,2019,135,303,100,Active,NTREIS
New Construction Plan,Single Family Residential,Elisha,Dallas,75215,488990,3,3.5,Southside Place,2239,,,,218,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,12710 High Meadow Dr,Dallas,75244,489000,4,2,Meadow Park Inst 05,2512,9845,1966,12,195,,Active,NTREIS
MLS Listing,Townhouse,3911 Wycliff Ave,Dallas,75219,489000,2,2.5,Parklawn,1883,2483,1998,8,260,330,Active,NTREIS
MLS Listing,Townhouse,5173 Capitol Ave,Dallas,75206,489000,2,2.5,Capitol Ave Twnhms Add,2068,1742,2014,3,236,225,Active,NTREIS
MLS Listing,Condo/Co-op,5200 Keller Springs Rd #610,Dallas,75248,489000,3,3,Bonaventure Condo,2272,331012,1981,1,215,1132,Active,NTREIS
MLS Listing,Single Family Residential,636 Aspen Valley Ln,Dallas,75208,489000,3,3.5,Reserve at Kessler Heights,2592,2788,2019,319,189,125,Active,NTREIS
MLS Listing,Single Family Residential,7161 Blairview Dr,Dallas,75230,489000,3,2.5,Meadows 01,2452,12284,1963,23,199,,Active,NTREIS
MLS Listing,Single Family Residential,9109 Glen Springs Dr,Dallas,75243,489000,4,4,Town Creek,3186,9583,1975,183,153,,Active,NTREIS
MLS Listing,Single Family Residential,41 Clifftop Ln,Dallas,75208,489075,3,2.5,Meridian,1829,3485,2018,488,267,159,Active,NTREIS
New Construction Plan,Single Family Residential,Home E,Dallas,75208,489075,3,2.5,Meridian - Dallas,1829,,,,267,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,8677 Ballifeary Pl,Dallas,75238,489500,3,2.5,Villas of Lake Highlands,2839,6011,2015,129,172,63,Active,NTREIS
MLS Listing,Single Family Residential,3475 Whirlaway Rd,Dallas,75229,489799,3,3.5,Walnut Gardens,2216,10454,1969,46,221,,Active,NTREIS
MLS Listing,Condo/Co-op,2215 Canton St #115,Dallas,75201,489900,2,2.5,Farmers Market Twnhms Condos,2202,153244,2001,30,222,179,Active,NTREIS
MLS Listing,Condo/Co-op,4223 Buena Vista St #5,Dallas,75205,489900,2,2.5,Newbury Square Condos,2337,21519,2001,12,210,369,Active,NTREIS
MLS Listing,Single Family Residential,9229 Clearhurst Dr,Dallas,75238,489900,2,2,White Rock North,2055,8102,1961,2,238,,Active,NTREIS
MLS Listing,Single Family Residential,9936 Lakemont Dr,Dallas,75220,489900,3,2,Glenridge Estates,1596,9496,1952,21,307,,Active,NTREIS
MLS Listing,Single Family Residential,8234 Natchez Trl,Dallas,75252,489990,4,3,University Place,2881,4400,2019,30,170,54,Active,NTREIS
New Construction Plan,Single Family Residential,Brookhaven,Dallas,75252,489990,3,2.5,University Place,2356,,,,208,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Dayton,Rowlett,75088,489990,5,4.5,The Vineyards,4305,,,,114,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Design 1849,Dallas,75231,489990,3,2.5,Merion at Midtown Park Executive Series,1859,,,,264,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,10511 Plumwood Pkwy,Dallas,75238,490000,3,2.5,Villas of Lake Highlands 2,2580,3311,2015,207,190,125,Active,NTREIS
MLS Listing,Single Family Residential,13319 Rolling Hills Ln,Dallas,75240,490000,4,4,Hillcrest Homes,2870,13765,1963,43,171,,Active,NTREIS
MLS Listing,Single Family Residential,13618 Peyton Dr,Dallas,75240,490000,4,3,Hillcrest Homes,3281,16074,1968,45,149,,Active,NTREIS
MLS Listing,Condo/Co-op,3111 Welborn St #1301,Dallas,75219,490000,1,1.5,Centrum Condo,1605,131421,1985,5,305,946,Active,NTREIS
MLS Listing,Single Family Residential,318 S Clinton Ave,Dallas,75208,490000,3,2,Winnetka Heights,2347,7623,1912,18,209,,Active,NTREIS
MLS Listing,Single Family Residential,819 Redondo,Irving,75039,490000,3,2.5,La Villita Ph 1 d,3401,5489,2008,53,144,58,Active,NTREIS
MLS Listing,Single Family Residential,8026 Copper Way,Dallas,75080,491000,3,2.5,University Place,2770,41382,2019,24,177,55,Active,NTREIS
New Construction Plan,Single Family Residential,Tamboril,Dallas,75209,492990,3,3.5,Oak Park Villas,2129,,,,232,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Steinbeck,Dallas,75231,493990,3,2.5,Enclave at Lake Highlands Town Center - Bungalow Series,1827,,,,270,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Thompson,Dallas,75231,493990,3,2.5,Enclave at Lake Highlands Town Center - Bungalow Series,1826,,,,271,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Whitney,Dallas,75231,493990,3,2.5,Enclave at Lake Highlands Town Center - Bungalow Series,1756,,,,281,,Active,NewHomeSource.com
MLS Listing,Condo/Co-op,4611 Travis St Unit 805B,Dallas,75205,494500,2,2.5,Travis At Knox Condo,2201,26920,2000,141,225,1121,Active,NTREIS
MLS Listing,Single Family Residential,9058 Oakpath Ln,Dallas,75243,494500,4,2.5,Oakhust,2656,7362,1981,14,186,,Active,NTREIS
MLS Listing,Single Family Residential,8202 Milroy Ln,Dallas,75231,494900,3,2.5,Merion at Midtown Park,2211,2178,2019,331,224,121,Active,NTREIS
MLS Listing,Single Family Residential,9647 Atherton Dr,Dallas,75243,494900,5,3.5,Town Creek Add,3374,10890,1973,17,147,10,Active,NTREIS
MLS Listing,Single Family Residential,10323 Pensive Dr,Dallas,75229,495000,5,3,Royal Chapel Estates,2492,11326,1966,21,199,,Active,NTREIS
MLS Listing,Vacant Land,1914 Ashby St,Dallas,75204,495000,0,,Ross Ave,,6534,,15,,,Active,NTREIS
MLS Listing,Single Family Residential,3214 Leahy Dr,Dallas,75229,495000,4,3.5,Webster Grove,2118,10367,1960,191,234,,Active,NTREIS
MLS Listing,Single Family Residential,5708 Goliad Ave,Dallas,75206,495000,2,1,Belmont Suburban,1715,8494,1918,15,289,,Active,NTREIS
MLS Listing,Vacant Land,5726 Oram St,Dallas,75206,495000,0,,Eureka,,,,21,,,Active,NTREIS
MLS Listing,Single Family Residential,611 N Montclair Ave,Dallas,75208,495000,3,2,Rosemount Place,1940,6970,1923,205,255,,Active,NTREIS
MLS Listing,Single Family Residential,6923 Meadow Lake Ave,Dallas,75214,495000,3,2,Westlake Park Rev,1473,8668,1935,1,336,,Active,NTREIS
MLS Listing,Vacant Land,88 Vanguard Way,Dallas,75243,495000,0,,Urban Reserve,,,,431,,133,Active,NTREIS
New Construction Plan,Single Family Residential,Harper Valley,Dallas,75212,495990,3,3.5,Parkside at Trinity Green - Gardens,2482,,,,200,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Fairfield II,Dallas,75252,495999,3,2.5,University Place,2457,,,,202,,Active,NewHomeSource.com
New Construction Home,Single Family Residential,17832 Bottlebrush Dr,Dallas,75252,496923,4,3.5,University Place,2658,,2019,4,187,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,1070 Tea Olive Ln,Dallas,75212,497725,3,2.5,Trinity Green,1731,1960,2019,45,288,108,Active,NTREIS
MLS Listing,Single Family Residential,8917 Arborside Dr,Dallas,75243,498500,4,3,Frst Meadows Sec 04,3355,9583,1975,8,149,,Active,NTREIS
MLS Listing,Single Family Residential,10111 Champa Dr,Dallas,75218,499000,3,2,Lake Highlands Estates,1720,8146,1954,24,290,,Active,NTREIS
MLS Listing,Single Family Residential,10111 Shadyview Dr,Dallas,75238,499000,3,2,Lake Ridge Estates,2121,9278,1959,2,235,,Active,NTREIS
MLS Listing,Single Family Residential,1059 Tea Olive Ln,Dallas,75212,499000,3,3.5,Trinity Green,2322,1960,2019,122,215,108,Active,NTREIS
MLS Listing,Single Family Residential,11306 Goddard Ct,Dallas,75218,499000,3,2.5,Enclave Wyrick Estates,3295,5489,2006,8,151,67,Active,NTREIS
New Construction Home,Single Family Residential,115 N Polk St,Dallas,75208,499000,3,3.5,Winnetka Estates and Bungalows on Polk,2251,,2019,38,222,,Active,NewHomeFeed
MLS Listing,Single Family Residential,1201 Valley Vista Dr,Irving,75063,499000,4,4,Valley Ranch Vista Ph 01,3536,5097,2003,61,141,58,Active,NTREIS
MLS Listing,Single Family Residential,16727 Dundrennan Ln,Dallas,75248,499000,4,3,Highland North Sec 03,2938,12981,1978,51,170,,Active,NTREIS
MLS Listing,Condo/Co-op,2300 Leonard St #305,Dallas,75201,499000,1,1.5,Metropolitan Club,1340,22651,2004,123,372,494,Active,NTREIS
MLS Listing,Single Family Residential,2605 Peavy Rd,Dallas,75228,499000,3,3,Crestview East 01,1664,13983,1963,15,300,,Active,NTREIS
MLS Listing,Condo/Co-op,3200 Ross Ave #42,Dallas,75204,499000,2,2.5,Ross Ave Brownstones,1658,63423,2018,78,301,275,Active,NTREIS
MLS Listing,Condo/Co-op,3702 Holland Ave #3,Dallas,75219,499000,2,2.5,Holland Condos 3702,2305,16074,1994,19,216,545,Active,NTREIS
MLS Listing,Single Family Residential,3977 Cedar Bayou Dr,Dallas,75244,499000,4,2.5,Glen Cove,2535,11326,1963,36,197,,Active,NTREIS
MLS Listing,Single Family Residential,4007 Killion Dr,Dallas,75229,499000,5,5.5,Walnut Hill Manor,4395,18339,1955,176,114,,Active,NTREIS
MLS Listing,Townhouse,4545 Bowser Ave #202,Dallas,75219,499000,3,3.5,North Oak Lawn,1763,5445,2019,277,283,280,Active,NTREIS
MLS Listing,Single Family Residential,4609 Creighton Dr,Dallas,75214,499000,4,3.5,Caruth Mdws 02 Instl Add,2643,10019,1966,141,189,,Active,NTREIS
MLS Listing,Single Family Residential,4963 Mill Run Rd,Dallas,75244,499000,4,3.5,Inwood North Estates,2371,10498,1964,67,210,,Active,NTREIS
MLS Listing,Single Family Residential,5519 Reiger Ave,Dallas,75214,499000,5,3.5,Junius Heights,3420,7492,1912,22,146,,Active,NTREIS
MLS Listing,Townhouse,5708 La Vista Dr,Dallas,75206,499000,3,3.5,Lewis Court Twnhms,2100,1437,2006,88,238,150,Active,NTREIS
MLS Listing,Single Family Residential,6154 Monticello Ave,Dallas,75214,499000,2,2,Lakeview Heights,1517,8712,1954,8,329,,Active,NTREIS
MLS Listing,Single Family Residential,6274 Saint Albans Dr,Dallas,75214,499000,2,2,Caruth Terrace 07,1826,8756,1957,184,273,,Active,NTREIS
MLS Listing,Single Family Residential,6434 Vickery Blvd,Dallas,75214,499000,2,2,Lakewood Estate,1608,7710,1940,13,310,,Active,NTREIS
MLS Listing,Single Family Residential,6761 Camino Rio,Irving,75039,499000,3,2.5,La Villita Ph 1c,3045,4835,2005,16,164,50,Active,NTREIS
MLS Listing,Single Family Residential,6809 Clearhaven Dr,Dallas,75248,499000,4,3,Prestonwood,2661,8625,1977,10,188,,Active,NTREIS
MLS Listing,Single Family Residential,6835 Inverness Ln,Dallas,75214,499000,2,2,Williamson Caruth,1787,7928,1965,29,279,,Active,NTREIS
MLS Listing,Single Family Residential,7103 Vivian Ave,Dallas,75223,499000,3,2,Dr W E Martin,1605,7667,1940,6,311,,Active,NTREIS
MLS Listing,Single Family Residential,7718 Robin Rd,Dallas,75209,499000,3,2,Lovers Lane Heights,1449,7492,1945,22,344,,Active,NTREIS
MLS Listing,Single Family Residential,7821 Glenneagle Dr,Dallas,75248,499000,4,3,Highlands North Sec 01,3305,10019,1975,151,151,,Active,NTREIS
MLS Listing,Single Family Residential,8658 Thorbrush Pl,Dallas,75238,499000,3,2.5,Villas of Lake Highlands 2,2841,3267,2016,205,176,121,Active,NTREIS
MLS Listing,Single Family Residential,9684 Fallbrook Dr,Dallas,75243,499000,4,3,Town Creek,2931,8843,1973,23,170,,Active,NTREIS
New Construction Plan,Condo/Co-op,Ross Heights,Dallas,75204,499000,3,3.5,Ross Ave Heights,2374,,,,210,,Active,NewHomeFeed
New Construction Plan,Single Family Residential,The Bungalows on Polk - New Plan,Dallas,75208,499000,3,3.5,Winnetka Estates and Bungalows on Polk,2251,,,,222,,Active,NewHomeFeed
MLS Listing,Single Family Residential,13514 Peyton Dr,Dallas,75240,499900,4,4,Peyton-Alpha Estates,3134,10193,1976,72,160,,Active,NTREIS
MLS Listing,Townhouse,1411 Villars St,Dallas,75204,499900,3,3.5,Avonshire,2509,2004,1998,172,199,115,Active,NTREIS
MLS Listing,Single Family Residential,1526 Abrams Rd,Dallas,75214,499900,3,2.5,John H Deans Add,2645,6142,1985,15,189,,Active,NTREIS
MLS Listing,Townhouse,2401 Knight St,Dallas,75219,499900,3,2.5,Clifton Place 02,2862,3877,2008,44,175,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),2402 Knight St,Dallas,75219,499900,3,2.5,Clifton Place No. 2,2870,,2007,30,174,,Active,NTREIS
MLS Listing,Townhouse,3003 State St,Dallas,75204,499900,3,3,Heights Of State Thomas Ph 02,2010,1481,1999,3,249,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),4422 Capitol Ave,Dallas,75204,499900,2,2.5,Golf Park,1758,6665,2018,100,284,,Active,NTREIS
MLS Listing,Townhouse,4936 Lexington Ct,Dallas,75206,499900,3,3.5,Lofts on Bennett Avenue,2276,2614,2018,92,220,120,Active,NTREIS
MLS Listing,Single Family Residential,5310 Emerson Ave,Dallas,75209,499900,2,2,Greenway Crest,1846,9365,1949,64,271,,Active,NTREIS
MLS Listing,Single Family Residential,5533 Victor St,Dallas,75214,499900,3,2,Junius Heights,2246,7492,1910,53,223,,Active,NTREIS
MLS Listing,Single Family Residential,6016 Still Forest Dr,Dallas,75252,499900,4,3,Prestonwood West #2-1,2808,5663,1984,175,178,66,Active,NTREIS
MLS Listing,Single Family Residential,6943 Lindsley Ave,Dallas,75223,499900,3,2,Santa Monica,1710,7144,1928,167,292,,Active,NTREIS
MLS Listing,Single Family Residential,7218 Coronado Ave,Dallas,75214,499900,3,3,Gaston Terrace,1772,7362,1939,120,282,,Active,NTREIS
MLS Listing,Single Family Residential,7824 Rolling Acres Dr,Dallas,75248,499900,4,3.5,Spring Creek,2207,10716,1964,215,227,,Active,NTREIS
MLS Listing,Single Family Residential,8221 Folcroft Ln,Dallas,75231,499900,3,3.5,Merion at Midtown Park,2389,1742,2019,481,209,121,Active,NTREIS
MLS Listing,Single Family Residential,825 Thomasson Dr,Dallas,75208,499900,2,2.5,Kessler Highlands,1361,7492,1928,44,367,,Active,NTREIS
New Construction Plan,Single Family Residential,Maxwell,Dallas,75231,499900,3,2.5,Merion at Midtown Park,2164,,,,231,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Design 1811,Dallas,75231,499990,3,2.5,Merion at Midtown Park Executive Series,1811,,,,276,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Design 1867,Dallas,75231,499990,3,2.5,Merion at Midtown Park Executive Series,1883,,,,266,,Active,NewHomeSource.com
MLS Listing,Single Family Residential,9647 Whitehurst Dr,Dallas,75243,499999,4,3,Town Creek,2841,,1973,1,176,,Active,NTREIS
MLS Listing,Single Family Residential,10554 Creekmere Dr,Dallas,75218,500000,3,2.5,Lochwood,2200,10498,1964,52,227,,Active,NTREIS
MLS Listing,Single Family Residential,1320 Kings Hwy,Dallas,75208,500000,5,2,Oak Cliff Annex,2200,11238,1924,25,227,,Active,NTREIS
MLS Listing,Single Family Residential,1468 Verwood Cir,Farmers Branch,75234,500000,4,3,Verwood at Mercer Crossing,2905,5227,2019,187,172,79,Active,NTREIS
MLS Listing,Single Family Residential,2020 California Dr,Dallas,75204,500000,0,,Bergfeld Place,907,5881,1925,512,551,,Active,NTREIS
MLS Listing,Single Family Residential,4602 Lafayette St,Dallas,75204,500000,0,,Elk Park,1116,6011,1936,512,448,,Active,NTREIS
MLS Listing,Condo/Co-op,6126 Averill Way Unit 105W,Dallas,75225,500000,2,2.5,Imperial House Condo,2134,100711,1964,8,234,1042,Active,NTREIS
MLS Listing,Single Family Residential,6322 Royal Ln,Dallas,75230,500000,2,2,Pemberton,1604,12807,1951,169,312,,Active,NTREIS
MLS Listing,Condo/Co-op,7520 W Northwest Hwy #9,Dallas,75225,500000,3,3.5,Northpark Garden Twnhms,1522,103586,1964,80,329,678,Active,NTREIS
New Construction Plan,Single Family Residential,Julienne,Dallas,75215,500990,4,4.5,Southside Place,2534,,,,198,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Vendera,Dallas,75208,502990,3,2.5,The Reserve at Kessler Heights - Garden Series,2677,,,,188,,Active,NewHomeSource.com
MLS Listing,Townhouse,15859 Spectrum Dr,Addison,75001,504900,3,3.5,Meridian Square,2181,1437,2015,2,231,150,Active,NTREIS
MLS Listing,Single Family Residential,634 Promontory Ln,Dallas,75208,504981,3,2.5,Reserve at Kessler Heights,2042,3223,2019,2,247,125,Active,NTREIS
MLS Listing,Single Family Residential,207 Drew Ln,Heath,75032,505000,4,3,Club Estates #2,3529,23740,1998,57,143,,Active,NTREIS
MLS Listing,Single Family Residential,6904 Robin Willow Dr,Dallas,75248,505000,4,3,Prestonwood,2497,8407,1975,38,202,66,Active,NTREIS
MLS Listing,Single Family Residential,8022 Copper Way,Dallas,75080,505000,4,3.5,University Place,3117,,2019,23,162,205,Active,NTREIS
MLS Listing,Single Family Residential,17252 Yellow Bells Dr,Dallas,75252,505590,3,2,University Place,2197,5750,2019,22,230,54,Active,NTREIS
New Construction Plan,Single Family Residential,Belcourt,Dallas,75208,508990,3,2.5,The Reserve at Kessler Heights - Garden Series,2442,,,,208,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,San Marcos,Dallas,75231,508990,3,3.5,Merion at Midtown Park,2410,,,,211,,Active,NewHomeSource.com
New Construction Plan,Single Family Residential,Granbury II,Dallas,75252,508999,4,3.5,University Place,2697,,,,189,,Active,NewHomeSource.com
MLS Listing,Townhouse,1809 Matilda St,Dallas,75206,509000,3,2.5,LEWIS COURT TOWNHOMES,2008,1437,2006,56,253,150,Active,NTREIS
MLS Listing,Townhouse,4007 Bowser Ave Unit G,Dallas,75219,509000,3,2.5,Edgemere Place,2494,1830,2001,191,204,100,Active,NTREIS
MLS Listing,Townhouse,2614 N Henderson,Dallas,75206,509500,3,2.5,Albrights,2546,,2005,59,200,,Active,NTREIS
MLS Listing,Condo/Co-op,1836 Euclid Ave #101,Dallas,75206,509900,2,2.5,LEVINGSTON PLACE,1954,6534,2019,52,261,150,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),6044 Vickery Blvd,Dallas,75206,509900,4,4,Delmar Heights,3589,6752,1935,246,142,,Active,NTREIS
MLS Listing,Single Family Residential,6910 Old Preston Pl,Dallas,75252,509900,5,3.5,Old Preston Place Ph One,3437,7841,1991,1,148,,Active,NTREIS
New Construction Home,Single Family Residential,"8278 Laflin Lane, Homesite 76",Dallas,75231,509900,3,3,Merion at Midtown Park,2056,,2018,393,248,,Active,NewHomeSource.com
