SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,SOURCE
MLS Listing,Condo/Co-op,11460 Audelia Rd #287,Dallas,75243,91500,3,2,Cambridge Condos Ph 01 03,1237,435295,1980,2,74,457,Active,NTREIS
MLS Listing,Condo/Co-op,12888 Montfort Dr #142,Dallas,75230,92900,1,1,Valley View Condo Ph 01 & 02,672,219760,1968,16,138,165,Active,NTREIS
MLS Listing,Condo/Co-op,7660 Skillman St #703,Dallas,75231,92900,1,1.5,Dutch Creek Condos,616,137562,1983,89,151,150,Active,NTREIS
MLS Listing,Single Family Residential,1812 Overhill Ln,Dallas,75216,95000,3,2.5,Cedar Crest Village 03,1160,7754,1949,33,82,,Active,NTREIS
MLS Listing,Vacant Land,3006 Etta Dr,Dallas,75227,95000,0,,Ethel Moore,,33000,,141,,,Active,NTREIS
MLS Listing,Single Family Residential,3030 Britton Dr,Dallas,75216,95000,3,1,Brightside,1140,7579,1937,5,83,,Active,NTREIS
MLS Listing,Single Family Residential,3121 Rutz St,Dallas,75212,95000,1,1,Wheeler & Reuss Eagle Ford,384,3615,1948,176,247,,Active,NTREIS
MLS Listing,Vacant Land,3301 Barnard Blvd,Dallas,75211,95000,0,,Irwindell,,,,36,,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),3812 Hancock St,Dallas,75210,95000,2,1,Hancock,1144,6011,1936,1,83,,Active,NTREIS
MLS Listing,Condo/Co-op,7030 Fair Oaks Ave #110,Dallas,75231,95000,2,2.5,Fair Oaks Condo 7030,988,31189,1980,22,96,250,Active,NTREIS
MLS Listing,Condo/Co-op,13215 Emily Rd Unit 2204-B,Dallas,75240,96500,1,1,Emily Lane Condo,667,90300,1981,80,145,65,Active,NTREIS
MLS Listing,Single Family Residential,4733 Haas Dr,Dallas,75216,97900,3,1,Ann Arbor,1077,7536,1954,10,91,,Active,NTREIS
MLS Listing,Condo/Co-op,15927 Stillwood St #1092,Dallas,75248,99000,1,1,Prestonwood Country Club Condos,670,481382,1968,8,148,237,Active,NTREIS
MLS Listing,Single Family Residential,3215 Rose Ln,Dallas,75215,99000,2,1,Rose Gardens,822,6621,1940,31,120,,Active,NTREIS
MLS Listing,Condo/Co-op,8109 Skillman St #3008,Dallas,75231,99000,2,2,Oakhollow Condo,1047,,1981,4,95,341,Active,NTREIS
MLS Listing,Single Family Residential,2822 Bentley Ave,Dallas,75211,99900,2,1,Sunset Crest,900,8538,1925,8,111,,Active,NTREIS
MLS Listing,Single Family Residential,4115 Marshall Dr,Dallas,75210,99900,3,2,Calhoun J I,1018,4356,1947,8,98,,Active,NTREIS
MLS Listing,Condo/Co-op,5705 Marvin Loving Dr #205,Garland,75043,99900,2,1,Faulkner Point 7 Marina Del Sol 01,858,55713,1982,53,116,192,Active,NTREIS
MLS Listing,Condo/Co-op,5906 Marvin Loving Dr #207,Garland,75043,99900,2,2,Faulkner Point 10-On Point,950,94046,1982,23,105,225,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave Unit 2076-7,Dallas,75231,99900,3,2,LOFTS CONDOS,939,380714,1975,331,106,220,Active,NTREIS
MLS Listing,Single Family Residential,9504 Macomba,Dallas,75217,99900,3,2,kelly J,1920,9845,1962,83,52,,Active,NTREIS
MLS Listing,Single Family Residential,10221 Oak Gate Ln,Dallas,75217,100000,3,1.5,Heritage Place,1096,8407,1982,15,91,,Active,NTREIS
MLS Listing,Single Family Residential,223 S Cliff St,Dallas,75203,100000,3,1,Oak Cliff Original,2208,8494,1925,409,45,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),2606 Marburg St,Dallas,75215,100000,5,2,Hamilton Add,1794,7405,1926,21,56,,Active,NTREIS
MLS Listing,Single Family Residential,3107 51st St,Dallas,75216,100000,3,2,Ann Arbor,1080,7187,1954,1,93,,Active,NTREIS
MLS Listing,Vacant Land,512 N Prairie Ave,Dallas,75246,100000,0,,Burk & Slaughter,,4008,,563,,,Active,NTREIS
MLS Listing,Vacant Land,2406 Anderson St,Dallas,75215,102900,0,,Lincoln Manor,,,,192,,,Active,NTREIS
MLS Listing,Single Family Residential,2715 E Atoll Dr,Dallas,75216,103000,3,2,Cedar Crest Village 04,1338,10411,1950,249,77,,Active,NTREIS
MLS Listing,Condo/Co-op,6630 Eastridge Dr #231,Dallas,75231,103999,2,2,Eastridge Terrace,1080,141570,1970,205,96,303,Active,NTREIS
MLS Listing,Condo/Co-op,926 S Weatherred Dr Unit 11B,Richardson,75080,104900,2,1.5,Northgale Village Condo,958,104413,1964,38,109,400,Active,NTREIS
MLS Listing,Condo/Co-op,10586 HIGH HOLLOWS Dr #179,Dallas,75230,105000,1,1,Hollows North Condominium,851,452850,1970,30,123,438,Active,NTREIS
MLS Listing,Condo/Co-op,6600 Eastridge Dr #111,Dallas,75231,109000,2,2,Eastridge Terrace Condo,1025,141570,1970,239,106,303,Active,NTREIS
MLS Listing,Condo/Co-op,8110 Skillman St #1031,Dallas,75231,109000,3,2,Windtree Condos,962,343035,1980,16,113,301,Active,NTREIS
MLS Listing,Condo/Co-op,9802 Valley Meadow Pl,Dallas,75220,109000,2,1.5,Colony Square Condo,1050,192797,1968,76,104,375,Active,NTREIS
MLS Listing,Condo/Co-op,12484 Abrams Rd #1627,Dallas,75243,109900,2,2,Creekbend Condos Ph I-Vi,998,783644,1982,16,110,207,Active,NTREIS
MLS Listing,Vacant Land,2249 Dalrock Rd,Rowlett,75088,109900,0,,NA,,34238,1984,101,,,Active,NTREIS
MLS Listing,Condo/Co-op,9829 Valley Meadow Ct,Dallas,75220,109900,2,1.5,Colony Square Condo,1031,192797,1968,16,107,230,Active,NTREIS
MLS Listing,Condo/Co-op,15931 Stillwood St #2096,Dallas,75248,109999,1,1,Prestonwood Country Club Condos,610,481382,1968,83,180,275,Active,NTREIS
MLS Listing,Single Family Residential,2767 Exeter Ave,Dallas,75216,110000,3,2,Southgate 01,1800,6578,1949,11,61,,Active,NTREIS
MLS Listing,Vacant Land,3715 Savage St,Dallas,75209,110000,0,,Webster & Woods North Park,,2875,,18,,,Active,NTREIS
MLS Listing,Vacant Land,3717 Savage St,Dallas,75209,110000,0,,Webster & Woods North Park,,3572,,18,,,Active,NTREIS
MLS Listing,Vacant Land,3719 Savage St,Dallas,75209,110000,0,,Webster & Woods North Park,,3311,,18,,,Active,NTREIS
MLS Listing,Single Family Residential,4519 Frank St,Dallas,75210,110000,3,2.5,Magnolia Park,1326,4704,2018,815,83,,Active,NTREIS
MLS Listing,Condo/Co-op,8404 Forest Ln #302,Dallas,75243,110000,1,1.5,Frst Point Twnhm Condos,928,204906,1984,8,119,274,Active,NTREIS
MLS Listing,Single Family Residential,,Dallas,75217,110000,4,2,Williamsburg Square,1422,3223,1982,47,77,,Active,NTREIS
MLS Listing,Condo/Co-op,12816 Midway Rd #2064,Dallas,75244,112000,1,1.5,Las Colonitas Condo,732,347130,1970,134,153,241,Active,NTREIS
MLS Listing,Vacant Land,295 Harborview Dr,Rockwall,75032,112000,0,,HARBOR LANDING PHASE 02,,6098,,32,,109,Active,NTREIS
MLS Listing,Condo/Co-op,7340 Skillman St #1203,Dallas,75231,112500,1,1,Oaks On The Bend Condos Ph 01-04,595,275865,1983,47,189,248,Active,NTREIS
MLS Listing,Single Family Residential,5340 Bourquin St,Dallas,75210,113999,2,1,GENARO M A,998,6534,1939,22,114,,Active,NTREIS
MLS Listing,Single Family Residential,2812 Canary Dr,Dallas,75216,114900,2,1,Honey Crest Heights,812,9583,1950,36,142,,Active,NTREIS
MLS Listing,Condo/Co-op,2505 Wedglea Dr #130,Dallas,75211,115000,1,1,Wedglea Place Condo,670,239057,1981,64,172,196,Active,NTREIS
MLS Listing,Condo/Co-op,2627 Douglas Ave #115,Dallas,75219,115000,1,1,Plaza Condo,648,67605,1972,38,177,189,Active,NTREIS
MLS Listing,Single Family Residential,2703 Clymer St,Dallas,75212,115000,3,1,Westwood 02,1258,7492,1945,17,91,,Active,NTREIS
MLS Listing,Single Family Residential,3418 Gibsondell Ave,Dallas,75211,115000,1,1.5,Irwindell,795,7187,1948,19,145,,Active,NTREIS
MLS Listing,Condo/Co-op,4748 Old Bent Tree Ln #2403,Dallas,75287,115000,1,1.5,Parkway Lane Ph I,827,697,1985,1,139,208,Active,NTREIS
MLS Listing,Condo/Co-op,5829 Copperwood Ln #2130,Dallas,75248,115000,1,1,Prestonwood Country Club Condos,608,481382,1968,219,189,250,Active,NTREIS
MLS Listing,Single Family Residential,5911 E Grand Ave,Dallas,75223,115000,4,2,Mount Auburn,1344,5489,1920,1,86,,Active,NTREIS
MLS Listing,Single Family Residential,6604 La Grange Dr,Dallas,75241,115900,3,1,Highland Hills 08,990,7667,1965,5,117,,Active,NTREIS
MLS Listing,Condo/Co-op,12822 Midway Rd Unit 2095B,Dallas,75244,116000,2,1,Las Colonitas Condo,795,348480,1970,46,146,261,Active,NTREIS
MLS Listing,Condo/Co-op,5913 Lake Hubbard Pkwy #123,Garland,75043,117000,2,2,Faulkner,970,142049,1981,41,121,140,Active,NTREIS
MLS Listing,Condo/Co-op,11655 Audelia Rd #1103,Dallas,75243,119000,2,2.5,Northeast Dallas,1075,182952,1982,22,111,362,Active,NTREIS
MLS Listing,Single Family Residential,3976 Granite Hill Dr,Dallas,75241,119900,3,1,College Park 03 & Rev 02 Inst,1011,6882,1970,1,119,,Active,NTREIS
MLS Listing,Single Family Residential,6814 Atha Dr,Dallas,75217,119900,3,1.5,Pleasantwood,1145,7928,1959,29,105,,Active,NTREIS
MLS Listing,Townhouse,7155 Fair Oaks Ave #29,Dallas,75231,119900,3,3,Old Vickery Square Twnhms Condos,1303,130070,1974,82,92,296,Active,NTREIS
MLS Listing,Single Family Residential,1203 S Marsalis Ave,Dallas,75216,120000,2,1,Marsalis Manor,880,11238,1948,14,136,,Active,NTREIS
MLS Listing,Single Family Residential,1620 Taylorcrest Dr,Dallas,75253,120000,3,2,Highland Vista Estates,1005,6011,1986,154,119,,Active,NTREIS
MLS Listing,Vacant Land,3713 Savage St,Dallas,75209,120000,0,,Webster & Woods North Park,,,,387,,,Active,NTREIS
MLS Listing,Single Family Residential,3719 Barnabus Dr,Dallas,75241,120000,3,1,Highland Hills,864,7536,1958,16,139,,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #129,Dallas,75248,120000,1,1,Bent Tree Forest Drive Condos,552,381847,1981,8,217,147,Active,NTREIS
MLS Listing,Condo/Co-op,5881 Preston View Blvd #160,Dallas,75240,120000,1,,Preston Hills Condos,925,266936,1968,22,130,245,Active,NTREIS
MLS Listing,Single Family Residential,10616 Tandem Trl,Dallas,75217,120900,2,2,Frst Grove Add 04,1053,8407,1980,12,115,,Active,NTREIS
MLS Listing,Condo/Co-op,7107 Holly Hill Dr #20,Dallas,75231,120900,2,1,Finchers Holly Ridge Twhms,1077,20647,1978,72,112,240,Active,NTREIS
MLS Listing,Single Family Residential,1451 Tempest Dr,Dallas,75217,122000,3,2,Barney Jetts Prather Road,1358,7100,1964,265,90,,Active,NTREIS
MLS Listing,Condo/Co-op,9222 Church Rd #100,Dallas,75231,122000,1,1.5,Treetops Ph 02,1002,156511,1983,30,122,291,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #255,Dallas,75248,122900,1,1,Bent Tree Forest Drive Condos,687,381847,1981,30,179,157,Active,NTREIS
MLS Listing,Condo/Co-op,5881 Preston View Blvd #116,Dallas,75240,123000,1,1,Preston Hills Condos,632,266936,1968,75,195,205,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #153,Dallas,75248,123500,1,1,Bent Tree Forest Drive Condos,678,381847,1981,11,182,176,Active,NTREIS
MLS Listing,Single Family Residential,4230 Rust College Dr,Dallas,75241,124500,4,1.5,College Park Inst 01,1520,6098,1970,70,82,,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #232,Dallas,75248,124500,1,1,Bent Tree Forest Drive Condos,552,,1981,38,226,146,Active,NTREIS
MLS Listing,Condo/Co-op,8550 Fair Oaks Xing #105,Dallas,75243,124500,2,2.5,Woodlands On The Creek 02,1119,324086,1982,57,111,455,Active,NTREIS
MLS Listing,Condo/Co-op,111 Henry M Chandler Dr,Rockwall,75032,124900,1,1,Spyglass Hill #1,765,1742,1982,43,163,302,Active,NTREIS
MLS Listing,Condo/Co-op,12834 Midway Rd #2103,Dallas,75244,124900,2,2,Las Colonitas Condo,851,347130,1970,8,147,280,Active,NTREIS
MLS Listing,Single Family Residential,2746 Fordham Rd,Dallas,75216,124900,2,2,Southgate 01,744,6621,1949,26,168,,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #259,Dallas,75248,124900,1,1,Bent Tree Forest Drive Condos,560,381847,1981,11,223,147,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #295,Dallas,75248,124900,1,1,Bent Tree Forest Drive Condos,687,381847,1981,60,182,175,Active,NTREIS
MLS Listing,Single Family Residential,6231 Bowling Brook Dr,Dallas,75241,124900,3,1.5,Symphony Sec #2 Singing Hills,1035,7144,1970,39,121,,Active,NTREIS
MLS Listing,Single Family Residential,9416 Metz Ave,Dallas,75232,124900,2,1,Uhl Estates,672,10237,1943,238,186,,Active,NTREIS
MLS Listing,Single Family Residential,5323 Grovewood St,Dallas,75210,124998,3,2,Sunny Acres,909,7884,1911,37,138,,Active,NTREIS
MLS Listing,Vacant Land,1010 Country Way,Rowlett,75089,125000,0,,Country Way,,32975,,172,,79,Active,NTREIS
MLS Listing,Single Family Residential,10216 Hillhouse Ln,Dallas,75227,125000,2,2,Hillside Oaks Ph 03,1093,4095,1984,27,114,,Active,NTREIS
MLS Listing,Single Family Residential,10335 Waterbury Dr,Dallas,75217,125000,3,1,Nantucket Village,906,2701,1983,102,138,,Active,NTREIS
MLS Listing,Condo/Co-op,18333 Roehampton Dr #235,Dallas,75252,125000,1,1,Cimarron Court Condo Ph 1,584,915,1985,19,214,145,Active,NTREIS
MLS Listing,Condo/Co-op,18333 Roehampton Dr #418,Dallas,75252,125000,1,1,Cimarron Court Condo Ph 1,448,741,1985,24,279,108,Active,NTREIS
MLS Listing,Condo/Co-op,2702 Douglas Ave #111,Dallas,75219,125000,1,1,Nonesuch Place Condo,713,70567,1966,10,175,208,Active,NTREIS
MLS Listing,Vacant Land,2774 Prosperity Ave,Dallas,75216,125000,0,,Oak Cliff Estate Orchards Add,,44213,,99,,,Active,NTREIS
MLS Listing,Single Family Residential,4259 Mehalia Dr,Dallas,75241,125000,3,1,Highland Hills,1330,9060,1962,191,94,,Active,NTREIS
MLS Listing,Single Family Residential,4544 Kushla Ave,Dallas,75216,125000,2,1,Glendale,1054,7754,1954,129,119,,Active,NTREIS
MLS Listing,Condo/Co-op,5620 Live Oak St #301,Dallas,75206,125000,1,1,Embassy Oaks Condo,598,19515,1982,8,209,205,Active,NTREIS
MLS Listing,Single Family Residential,5703 Bon Aire Dr,Dallas,75241,125000,4,2,,1152,11979,1982,33,109,,Active,NTREIS
MLS Listing,Condo/Co-op,900 S Weatherred Dr Unit 900-L,Richardson,75080,126900,2,1.5,Shadow Lake Condo Ph 01 & 02,987,101495,1967,92,129,225,Active,NTREIS
MLS Listing,Single Family Residential,6514 Leaning Oaks St,Dallas,75241,126999,3,1.5,Highland Hills West,963,6970,1972,60,132,,Active,NTREIS
MLS Listing,Single Family Residential,10227 Woodlot Dr,Dallas,75217,127000,3,2,Forest Grove 07,1221,6011,1985,7,104,,Active,NTREIS
MLS Listing,Condo/Co-op,12834 Midway Rd #2106,Dallas,75244,127000,2,2,Las Colonitas Condo,851,434555,1970,15,149,280,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),1819 Lea Crest Dr,Dallas,75216,127000,4,2,Lea Crest,1208,6273,1947,79,105,,Active,NTREIS
MLS Listing,Single Family Residential,2431 E Pentagon Pkwy,Dallas,75241,127000,4,1,Arden Terrace Rev,1223,6621,1959,8,104,,Active,NTREIS
MLS Listing,Condo/Co-op,1513 E Interstate 30 #231,Garland,75043,127900,2,2,North Point Condos,1178,131769,1983,65,109,298,Active,NTREIS
MLS Listing,Condo/Co-op,9222 Church Rd #211,Dallas,75231,127999,2,1.5,Treetops Ph 02,1002,156511,1983,29,128,230,Active,NTREIS
MLS Listing,Condo/Co-op,12888 Montfort Dr #262,Dallas,75230,129000,2,1.5,Valley View Condo Ph 01 & 02,1014,219760,1968,132,127,226,Active,NTREIS
MLS Listing,Condo/Co-op,18333 Roehampton Dr #233,Dallas,75252,129000,1,1,Cimarron Court Condo Ph 1,584,958,1985,40,221,141,Active,NTREIS
MLS Listing,Single Family Residential,3240 Pacesetter Dr,Dallas,75241,129000,3,1.5,Highland Hills West,1073,6795,1973,50,120,,Active,NTREIS
MLS Listing,Single Family Residential,2114 Costa Mesa,Dallas,75228,129500,2,1,Casa View Heights 08,962,,1953,17,135,,Active,NTREIS
MLS Listing,Condo/Co-op,12888 Montfort Dr #217,Dallas,75230,129900,2,2,Valley View Condo Ph 01 & 02,1053,219760,1968,14,123,259,Active,NTREIS
MLS Listing,Single Family Residential,2410 Anzio Dr,Dallas,75224,129900,3,2,Wynnewood,1932,16335,1948,22,67,,Active,NTREIS
MLS Listing,Single Family Residential,429 Highcrest Dr,Dallas,75232,129900,3,1,Oakland Hills 01,1383,8102,1956,22,94,,Active,NTREIS
MLS Listing,Condo/Co-op,4651 Country Creek Dr #1120,Dallas,75236,129900,3,2,Condo Country Creek,1368,864492,1974,3,95,410,Active,NTREIS
MLS Listing,Single Family Residential,6224 Silvery Moon Dr,Dallas,75241,129900,3,1,Singing Hills,1054,7449,1963,52,123,,Active,NTREIS
MLS Listing,Condo/Co-op,919 S Weatherred Dr #202,Richardson,75080,129990,3,2,Centre Square 01 Condo,1303,210700,1976,47,100,382,Active,NTREIS
MLS Listing,Condo/Co-op,4651 Country Creek Dr #1117,Dallas,75236,129995,3,2,Country Condos Creek,1368,865276,1974,8,95,410,Active,NTREIS
MLS Listing,Vacant Land,1011 Country Way,Rowlett,75089,130000,0,,Country Way,,31058,,172,,79,Active,NTREIS
MLS Listing,Single Family Residential,2144 Chatham Square Cir,Dallas,75227,130000,4,2.5,Nantucket Village North,1362,,1984,26,95,,Active,NTREIS
MLS Listing,Single Family Residential,3607 Pacesetter Dr,Dallas,75241,130000,3,2,Highland Hills 17,900,7405,1971,86,144,,Active,NTREIS
MLS Listing,Condo/Co-op,5005 Cedar Springs Rd Unit 5005E,Dallas,75235,130000,2,1,Tanglewood Twnhms,897,181471,1962,36,145,412,Active,NTREIS
MLS Listing,Condo/Co-op,7510 Holly Hill Dr #150,Dallas,75231,130000,2,2.5,Holly Park Condos,1178,128066,1979,3,110,300,Active,NTREIS
MLS Listing,Single Family Residential,9503 Macomba Ct,Dallas,75217,130000,4,2.5,Kelly J Add,2759,20604,1962,37,47,,Active,NTREIS
MLS Listing,Single Family Residential,2521 Simpson Stuart Rd,Dallas,75241,134000,3,2,Alameda Heights,1233,7057,1950,57,109,,Active,NTREIS
MLS Listing,Condo/Co-op,6141 Bandera Ave #6139,Dallas,75225,134000,1,1,Park Sovereign Condominiums,446,,1957,30,300,118,Active,NTREIS
MLS Listing,Townhouse,7522 Holly Hill Dr #29,Dallas,75231,134000,2,2.5,Holly Oaks Twnhms,1168,246375,1979,39,115,375,Active,NTREIS
MLS Listing,Condo/Co-op,7929 Royal Ln #205,Dallas,75230,134000,2,2,Park Royal Condos,976,101713,1964,21,137,299,Active,NTREIS
MLS Listing,Condo/Co-op,8550 Fair Oaks Xing #117,Dallas,75243,134000,2,2.5,Woodlands On The Creek 02,1120,324086,1982,36,120,454,Active,NTREIS
MLS Listing,Single Family Residential,2630 Easter Ave,Dallas,75216,134900,3,1,Cedar Crest Heights Add,1075,7275,1938,214,125,,Active,NTREIS
MLS Listing,Condo/Co-op,5335 Bent Tree Forest Dr #122,Dallas,75248,134900,1,1,Bent Tree Forest Drive Condos,678,381847,1981,3,199,176,Active,NTREIS
MLS Listing,Condo/Co-op,5981 Arapaho Rd #109,Dallas,75248,134900,2,2,Woodhaven Condos At Prestonwood,995,278305,1980,32,136,244,Active,NTREIS
MLS Listing,Single Family Residential,1908 Morrell Ave,Dallas,75203,135000,3,2,Cedar Crest Bus Center,1380,8756,1948,79,98,,Active,NTREIS
MLS Listing,Townhouse,23 E Townhouse Ln #30,Grand Prairie,75052,135000,2,2,Mountain Creek Twnhs 02,1238,2091,1979,63,109,172,Active,NTREIS
MLS Listing,Condo/Co-op,312 N Patton Ave #402,Dallas,75203,135000,2,1,Saragosa Condos,960,18034,2006,108,141,25,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),3905 Hancock St,Dallas,75210,135000,3,,EARNEST HUTTON SUBD,1590,9627,1947,1,85,,Active,NTREIS
MLS Listing,Single Family Residential,533 Hoke Smith Dr,Dallas,75224,135000,3,2,Wynnewood Park 02,1036,7405,1950,9,130,,Active,NTREIS
MLS Listing,Condo/Co-op,5701 Harvest Hill Rd #2026,Dallas,75230,135000,2,2,Preston Road Condo,1026,413951,1970,127,132,260,Active,NTREIS
MLS Listing,Condo/Co-op,6006 Marvin Loving Dr #104,Garland,75043,135000,3,2,Centre Point Condos,1420,65819,1982,44,95,188,Active,NTREIS
MLS Listing,Single Family Residential,9257 Donnybrook Ln,Dallas,75217,135000,3,2,Mccutcheon Estates,1555,9235,1960,60,87,,Active,NTREIS
MLS Listing,Single Family Residential,9512 Culberson St,Dallas,75227,135000,3,2,Park 02 Indenpenence,1167,2396,1983,23,116,,Active,NTREIS
MLS Listing,Condo/Co-op,5033 Cedar Springs Rd #203,Dallas,75235,135900,1,1,Les Chateaux Condo,806,120008,1963,69,169,354,Active,NTREIS
MLS Listing,Condo/Co-op,7939 Royal #126,Dallas,75230,136000,2,2,Park Royal,956,101713,1964,50,142,293,Active,NTREIS
MLS Listing,Single Family Residential,7868 Overridge Dr,Dallas,75232,136900,4,1,Polk Terrace Add 10 Instl,956,7884,1959,36,143,,Active,NTREIS
MLS Listing,Single Family Residential,915 Sumac Dr,Dallas,75217,137840,3,2,Heritage Square 04 Ph 02,1293,5837,1989,3,107,,Active,NTREIS
MLS Listing,Single Family Residential,2959 King Cole Cir,Dallas,75216,137999,3,2,Cedar View Estates,1463,6708,1971,152,94,,Active,NTREIS
MLS Listing,Single Family Residential,975 Ryan Rd,Dallas,75224,138000,3,2,Wynnewood Park 03,1436,8233,1953,144,96,,Active,NTREIS
MLS Listing,Single Family Residential,2709 Carpenter Ave,Dallas,75215,138500,3,2,F J Tholls,1170,7928,1992,29,118,,Active,NTREIS
MLS Listing,Condo/Co-op,10548 Stone Canyon Rd #129,Dallas,75230,139000,2,2,Hollows North Condo,1141,452850,1970,22,122,565,Active,NTREIS
MLS Listing,Condo/Co-op,12806 Midway Rd #1018,Dallas,75244,139000,2,2,Las Colonitas Condo,987,347565,1970,15,141,324,Active,NTREIS
MLS Listing,Single Family Residential,2423 Maryland Ave,Dallas,75216,139000,3,1.5,Trinity Heights,1102,6360,1950,51,126,,Active,NTREIS
MLS Listing,Single Family Residential,3211 Wilbarger Dr,Dallas,75227,139000,3,2,Park 02 Independence,1075,2222,1984,53,129,,Active,NTREIS
MLS Listing,Single Family Residential,4230 Robertson Dr,Dallas,75241,139000,3,1.5,College Park 06,1140,8189,1975,18,122,,Active,NTREIS
MLS Listing,Condo/Co-op,7510 Holly Hill Dr #121,Dallas,75231,139000,2,2,Holly Park Condo,1176,128197,1979,56,118,300,Active,NTREIS
MLS Listing,Single Family Residential,1523 E Ann Arbor Ave,Dallas,75216,139500,4,3,Bellevue,1806,9104,1946,16,77,,Active,NTREIS
MLS Listing,Condo/Co-op,6223 Bandera Ave Unit C,Dallas,75225,139500,1,1,Harcourt House Condo,459,86249,1958,154,304,171,Active,NTREIS
MLS Listing,Single Family Residential,1214 Taperwicke Dr,Dallas,75232,139900,3,2,High Mdw Add Corr,1249,7754,1975,10,112,,Active,NTREIS
MLS Listing,Condo/Co-op,2627 Douglas Ave #136,Dallas,75219,139900,1,1,Plaza Condo,777,67605,1972,1,180,224,Active,NTREIS
MLS Listing,Single Family Residential,3134 W Jefferson Blvd,Dallas,75211,139900,3,1,Bronx Park,1272,8799,1947,70,110,,Active,NTREIS
MLS Listing,Single Family Residential,3826 Morningview Dr,Dallas,75241,139900,3,1,Highland Hills Add 01 Instl,1247,7318,1959,4,112,,Active,NTREIS
MLS Listing,Condo/Co-op,5300 Keller Springs Rd #2049,Dallas,75248,139900,1,1.5,Prestonwood Green Condos,915,374529,1982,4,153,243,Active,NTREIS
MLS Listing,Single Family Residential,761 Ivywood Dr,Dallas,75232,139900,2,1,Polk Terrace 09,1344,7536,1958,193,104,,Active,NTREIS
MLS Listing,Condo/Co-op,6900 Skillman St #110,Dallas,75231,139990,2,1.5,Skillman Bend Condo,1024,169013,1981,1,137,400,Active,NTREIS
MLS Listing,Single Family Residential,10354 Brockton Dr,Dallas,75217,140000,4,1.5,Nantucket Village,1362,2962,1983,9,103,,Active,NTREIS
MLS Listing,Condo/Co-op,2535 Wedglea Dr #225,Dallas,75211,140000,1,1,Wedglea Manor Condos,740,86772,1983,81,189,157,Active,NTREIS
MLS Listing,Single Family Residential,2700 Marburg St,Dallas,75215,140000,3,2,Hamilton,1204,7362,1935,20,116,,Active,NTREIS
MLS Listing,Single Family Residential,2830 Gladstone Dr,Dallas,75211,140000,3,2,Sunset Summit,1083,7492,1920,43,129,,Active,NTREIS
